INSTNM,STABBR,MAIN,PREDDEG,CONTROL,CCBASIC,UG12MN,G12MN,PPTUG_EF,COSTT4,C150,CDR2,CDR3,COMP_ORIG_YR4_RT,DEBT_MDN,COMPL_RPY_1YR_RT,PPLUS_PCT_LOW,PPLUS_PCT_HIGH,PLUS_DEBT_INST_MD,PLUS_DEBT_INST_N,PCTPELL,PCTFLOAN,GRAD_DEBT_MDN10YR_SUPP,GRAD_DEBT_MDN,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,RPY_1YR_RT,RPY_3YR_RT_SUPP,LOAN_YR4_RT,NPT4,WDRAW_ORIG_YR2_RT,RET_FT4,COUNT_NWNE_P6,COUNT_WNE_P6,LOAN_YR4_N,NOLOAN_YR4_N,PELL_YR4_N,NOPELL_YR4_N,SD_EARN_WNE_P10,MN_EARN_WNE_P10,GT_28K_P6,NUM4
Colorado State University-Global Campus,CO,1,3,1,18,12923,5985,0.7341,0,0,0.034,0.042,0.463780919,15042,0.615748032,0,5,7950,26,0.307,0.4887,250.376687,24125,,,,,,0.477580813,0.54079602,0.9015018,0,0.172887324,0,,,2041,223,1337,927,,,,0
Paul Mitchell the School-Overland Park,KS,1,1,3,-2,280,0,0.234,16593,0.5957,,0.064,0.686440678,9500,,5,10,9020,29,0.5679,0.5964,111.1413033,10709,,,,,,0.425742574,0.396226415,0,13195,0.3046875,0.8824,,,,,87,31,,,,33
Medspa Academies,UT,1,1,3,-2,297,0,0,16516,0.8852,,0.029,0.854368932,7917,,0,5,,,0.4175,0.5892,85.49650352,8238,,,,,,0.610294118,0.65942029,0,13705,,0.4063,,,,,76,27,,,,84
Brighton Institute of Cosmetology,MI,1,1,3,-2,76,0,0.2558,13352,0.6364,,0.041,,,,0,5,,,0.0921,0.1447,,,,,,,,,,0,10879,,0.3333,,,,,,,,,,8
West Coast University-Dallas,TX,0,3,3,26,1005,26,0.1124,0,0,0.01,0.026,0.689455388,22497,0.686904762,10,15,44376,1145,0.6168,0.8487,347.673327,33500,74600,,47800,93300,,0.597508591,0.69375,0.9704519,0,0.088330632,0,115,1662,1675,51,1168,558,42100,67700,0.871,0
Stevens-Henager College,UT,0,2,2,14,152,0,0,32666,0.2394,0.218,0.185,0.204205419,9264,0.282039504,0,5,4786,290,0.8919,0.8919,280.0897836,26988,24200,,12200,36000,,0.148483177,0.20256745,0.9088152,25102,0.550443145,0,651,3111,4495,451,4539,407,26700,34000,0.406,13
National American University-Bellevue,NE,0,2,3,23,32,0,0.9265,0,0,0.149,0.2,0.091441761,13498,0.399354839,0,5,6969,189,0.7717,0.837,235.732894,22714,28200,,15100,42500,,0.177869372,0.24212963,0.8659446,0,0.407629256,0,767,4230,4877,755,5202,430,28900,39500,0.504,0
National American University-Mesquite,TX,0,2,3,23,18,0,0.7667,20214,0,0.149,0.2,0.091441761,13498,0.399354839,0,5,6969,189,0.8725,0.8431,235.732894,22714,28200,,15100,42500,,0.177869372,0.24212963,0.8659446,14767,0.407629256,0,767,4230,4877,755,5202,430,28900,39500,0.504,2
Empire Beauty School-Savannah,GA,0,1,3,-2,164,0,0.23,19907,0.4222,0.132,0.142,0.542655548,6222,0.29389313,5,15,3138,366,0.6098,0.5,107.8617578,10393,16100,,9000,28700,,0.228442728,0.259142497,0.8563182,15105,0.320319432,0.625,318,1013,1335,224,1421,138,22900,24800,0.263,20
Ogle School Hair Skin Nails-Denton,TX,0,1,3,-2,248,0,0.3885,18570,0.7079,0.15,0.216,0.642561983,7343,0.351626016,5,10,5887,190,0.6129,0.6855,82.16506656,7917,17200,,10400,30000,,0.320680628,0.341869398,0.8491736,15149,0.237168142,0.8854,92,339,411,73,432,52,21400,27300,0.274,154
Empire Beauty School-West Greensboro,NC,0,1,3,-2,144,0,0.2532,20003,0.55,0.061,0.142,0.494572592,7667,0.322072072,5,15,5927,372,0.7431,0.5417,134.9180075,13000,18400,,9600,31600,,0.246455834,0.260495156,0.8738128,15013,0.312945973,0.5,75,216,1288,186,1322,152,19600,25900,0.296,25
California College San Diego,CA,0,2,2,23,514,0,0,32976,0,,0.087,0.454407295,17500,0.178512397,0,5,8526,21,0.7064,0.578,267.2933295,25755,26400,,15000,42300,,0.1344,0.205490196,0.7933131,25730,0.346938776,1,178,684,522,136,625,33,27200,43100,0.463,57
Jolie Hair and Beauty Academy-Northfield,NJ,0,1,3,-2,239,0,0.2946,18822,0.6412,0.062,0.339,0.64573991,6333,0.414847162,0,10,4431,59,0.841,0.6946,88.12221551,8491,,,,,,0.308988764,0.35359116,0.9282511,14919,0.334645669,0.5185,,,207,16,200,23,,,,68
Hays Academy of Hair Design,KS,0,1,3,-2,81,0,0,14172,0.7273,0.129,0.059,0.792682927,9500,0.444444444,0,5,,18,0.716,0.8272,102.0499052,9833,15900,,,,,0.408163265,0.486842105,0,9899,,0.8421,,,,,62,20,16200,18700,0.184,43
Bellus Academy,KS,0,1,3,-2,267,0,0,22848,0.6552,0.033,0.043,0.812933025,7917,0.56261343,5,10,7424,107,0.5543,0.5468,95.8851901,9239,18800,,9800,34700,,0.506531205,0.536023055,0.8937644,18179,0.096045198,0.7381,66,262,387,46,341,92,25700,30400,0.351,27
Cortiva Institute-Seattle,WA,0,1,3,-2,183,0,0.4259,24905,0.7931,0.073,,0.744107744,7917,0.646302251,0,5,,13,0.7213,0.8525,82.16506656,7917,25800,,13500,40100,,0.561181435,0.586134454,0.8888889,21969,0.192488263,0.8077,63,267,264,33,221,76,26500,34700,0.449,54
MotoRing Technical Training Institute,RI,0,1,3,-2,28,0,0.2881,23353,1,0.095,0.15,0.890625,8976,0.573407202,5,15,6897,119,0.5357,0.5714,95.95783825,9246,26300,,14100,35900,,0.525531915,0.548387097,0.85625,20857,0.132890365,0.9167,60,325,274,46,273,47,31500,34600,0.455,7
Columbia College,VA,0,1,3,12,297,0,0.0208,15236,0.6074,0,0.076,0.679245283,4411,,0,5,,,0.734,0.0741,48.38367315,4662,,,,,,0.695652174,0.75,0.0997305,10336,0.247222222,0.8367,,,37,334,,,,,,128
Unitek College,CA,1,1,3,-2,537,0,0,29069,0.8375,,0.061,,9500,0.620253165,5,15,10895,110,0.7896,0.9088,107.228681,10332,,,,,,0.603053435,0.65648855,0,23932,0.134199134,0.8531,,,,,92,32,,,,488
Pennsylvania State University-World Campus,PA,0,3,1,18,11643,8339,0.686,27667,0.2927,0.064,0.049,0.5518877,19500,0.760363336,5,15,28350,9936,0.329,0.479,269.0887768,25928,40100,,24800,58300,,0.639834847,0.67919564,0.9402602,22892,0.167414752,0.6162,1439,22044,14669,932,8162,7439,41900,57200,0.702,76
Medical Career Institute,NJ,1,1,3,-2,253,0,0,19739,0,,0.144,,5762,,5,10,5681,22,0.6126,0.5692,64.68799544,6233,,,,,,0.344827586,0.366666667,0.72,16461,0.136752137,0.7119,,,36,14,,,,,,25
Advance Beauty Techs Academy,CA,1,1,3,-2,128,0,0.0274,21897,0.6071,,0.243,0.450980392,3945,,0,5,,,0.4766,0.4297,43.98327044,4238,,,,,,0.257575758,0.287878788,0,17161,,0.75,,,,,,,,,,10
Elevate Salon Institute-Westminster,CO,1,1,3,-2,130,0,0.2687,21839,0.6923,,0.15,,6333,,0,5,,,0.4308,0.4692,66.5145777,6409,,,,,,0.35483871,0.34375,0,19799,,1,,,,,,,,,,3
Brand College,CA,1,1,3,-2,79,0,0.8947,0,1,,,,,,,,,,0,0,,,,,,,,,,#DIV/0!,0,,1,,,,,,,,,,0
Hinton Barber and Beauty College,CA,1,1,3,-2,95,0,0,17499,0.6842,,0.146,0.666666667,12294,,5,10,,,0.6105,0.5368,,,,,,,,0.357142857,,0,13571,,0.7746,,,,,,,,,,20
Advanced Career Institute,CA,1,1,3,-2,844,0,0.1099,17280,0.8207,,0.084,0.790419162,6201,,0,5,3921,57,0.3827,0.3412,64.35588958,6201,,,,,,0.396694215,0.426229508,0.8263473,13465,,0,,,138,29,,,,,,88
Digital Film Academy,NY,1,1,3,-2,207,0,0,29670,0.6452,,0.147,,9335,,10,15,10126,33,0.4879,0.5604,98.59392855,9500,,,,,,0.366666667,0.393939394,0,25907,,0.7568,,,,,,,,,,26
MyComputerCareer.edu-Raleigh,NC,1,1,3,-2,2717,0,0,36514,0.7554,,0.16,0.794964029,9500,0.731343284,0,5,12138,171,0.6478,0.8715,98.59392855,9500,,,,,,0.671186441,0.714765101,0,32471,0.167151163,0,,,,,15,263,,,,1012
Purdue University Global-Augusta,ME,0,3,1,22,629,70,0.678,20624,0.2364,0.153,0.116,0.213630406,11875,0.311644466,0,5,9319,754,0.6168,0.6192,280.878535,27064,24600,,12400,39100,,0.189450534,0.255960094,0.8502001,20624,0.415918112,1,15147,50516,24002,4229,25333,2898,33500,40100,0.432,1
South University-Austin,TX,0,3,3,22,593,58,0.1854,29564,0.1818,0.174,0.116,0.166159696,13786,0.386992275,0,5,9399,627,0.4795,0.5718,261.1805059,25166,26900,,14100,43500,,0.192723315,0.254758584,0.6722433,23828,0.376405255,0.6667,2704,11327,7072,3448,9160,1360,31500,40200,0.478,9
South University-Cleveland,OH,0,3,3,26,451,118,0.0833,0,0.1111,0.174,0.116,0.166159696,13786,0.386992275,0,5,9399,627,0.7466,0.7774,261.1805059,25166,26900,,14100,43500,,0.192723315,0.254758584,0.6722433,0,0.376405255,0,2704,11327,7072,3448,9160,1360,31500,40200,0.478,0
Bryant & Stratton College-Online,NY,0,2,3,23,10634,0,0.3408,19609,0.2747,0.176,0.196,0.223848849,9500,0.24356324,0,5,6737,766,0.7497,0.8209,217.0000476,20909,21200,,10800,32600,,0.134977039,0.187316343,0.8931431,13796,0.466563467,0.2857,2031,9472,7138,854,7336,656,20200,26600,0.342,260
Ogle School Hair Skin Nails-San Antonio,TX,0,1,3,-2,463,0,0.4246,25841,0.5642,0.15,0.216,0.642561983,7343,0.351626016,5,10,5887,190,0.7041,0.7171,82.16506656,7917,17200,,10400,30000,,0.320680628,0.341869398,0.8491736,22577,0.237168142,0.7809,92,339,411,73,432,52,21400,27300,0.274,224
Elizabethtown College School of Continuing and Professional Studies,PA,0,3,2,22,495,134,1,0,0,0.024,0.035,0.631386861,25252,0.828103684,10,15,41171,261,0.3423,0.6369,280.2143233,27000,42900,,28400,56800,,0.759259259,0.789145908,0.9817518,0,0.113761468,0,40,714,538,10,227,321,30400,55000,0.762,0
Ideal Beauty Academy,KY,1,1,3,-2,20,0,0,15202,0.4,0.215,0.242,0.523809524,8156,,0,5,,,0.25,0.1,,,19400,,,,,0.275862069,0.280701754,0,12250,,0.6667,,,,,,,,,0.286,3
Minnesota School of Cosmetology-Plymouth Campus,MN,0,1,3,-2,141,0,0.3333,19900,0.6,0.085,0.09,0.563636364,7388,0.628440367,0,5,7300,26,0.6241,0.7305,105.7964745,10194,21200,,11000,31200,,0.485875706,0.477900553,0.8969697,15546,0.28358209,0.6667,29,193,148,17,123,42,14500,27200,0.332,28
Mercyhurst University-North East Campus,PA,0,2,2,7,848,0,0.2857,28085,0.4437,0.106,0.087,0.418181818,17500,0.651920838,10,15,19045,499,0.5852,0.7723,275.2534919,26522,32800,,19600,45400,,0.476172026,0.535375638,0.9674641,18296,0.242924528,0.4767,137,1773,1011,34,656,389,28600,44200,0.589,164
Warner Pacific University Professional and Graduate Studies,OR,0,3,2,22,734,161,0,25296,0.5556,0.057,0.089,0.465473146,23958,0.529313233,0,10,20000,85,0.453,0.4964,275.3365184,26530,37900,,24800,55500,,0.417874396,0.492537313,0.915601,17776,0.221574344,0.4,89,780,358,33,276,115,31700,45200,0.694,3
Platt College-Riverside,CA,0,2,3,23,739,0,0,30153,0.7234,0.092,0.048,0.760613208,16429,0.304347826,5,10,7159,373,0.8359,0.8187,204.7951571,19733,25000,,12500,36800,,0.274881517,0.341960784,0.9268868,24102,0.190997567,0,108,498,786,62,748,100,28100,37300,0.418,77
Empire Beauty School-Glen Burnie,MD,0,1,3,-2,210,0,0.27,18864,0.5909,0.1,0.12,0.548387097,8028,0.29072165,5,15,5382,316,0.6048,0.5429,128.7948056,12410,16200,,8900,29000,,0.237942122,0.287991498,0.8817204,14396,0.316885965,0.6286,103,387,1148,154,1145,157,22400,24500,0.274,53
International School of Cosmetology-Toni & Guy Hairdressing Academy,AZ,0,1,3,-2,116,0,0,18002,0.75,0.175,0.051,0.75,10556,0.441717791,0,10,5885,47,0.5431,0.681,115.0331689,11084,19400,,,,,0.395604396,0.449244061,0.9078947,15068,0.122529644,0.5714,,,207,21,176,52,,,0.328,14
United Education Institute-UEI College Stockton,CA,0,1,3,-2,902,0,0,31618,0.6899,,0.116,0.743408107,9500,,0,10,7830,1029,0.7639,0.7738,98.59392855,9500,,,,,,,0.242610515,0.8902007,27472,0.2386277,0.64,,,2262,279,2390,151,,,,172
Shiloh University,IA,1,2,2,24,22,40,1,0,0,,,,,,0,5,,,0.2,0.05,,,,,,,,,,#DIV/0!,0,,0,,,,,,,,,,0
Ross Medical Education Center-Dayton,OH,0,1,3,-2,154,0,0,23634,0.6923,0.072,0.265,0.71884984,9500,0.321656051,0,5,,,0.6494,0.5584,98.59392855,9500,25500,,14500,32700,,0.271910112,0.317180617,0.8801917,20008,0.18718593,0.6667,36,221,551,75,561,65,15500,26800,0.443,20
Ross Medical Education Center-Ontario,OH,0,1,3,-2,167,0,0,22986,0.7196,,0.228,0.586245147,8938,0.313795568,0,5,10022,46,0.6287,0.5808,98.59392855,9500,22400,,12100,30400,,0.268834688,0.310010764,0.9156961,19101,0.204052098,0.8,238,1003,1651,152,959,844,14800,24900,0.33,40
Ross Medical Education Center-Bowling Green,KY,0,1,3,-2,188,0,0,22856,0.6374,,0.225,0.80244898,9097,0.268484531,0,5,3890,29,0.6968,0.6809,98.59392855,9500,19000,,10800,27500,,0.237238494,0.276789408,0.9110204,19163,0.174978867,0.6316,350,1558,1116,109,1088,137,14900,22000,0.236,50
Florida Institute of Technology-Online,FL,0,3,2,18,2942,1551,0.387,0,0,0.107,0.076,0.152534344,14250,0.8,5,10,29835,554,0.5269,0.6512,279.1246009,26895,38000,,21000,62400,,0.307400803,0.369773519,0.8555187,0,0.368794326,0,332,1950,1806,305,1680,431,36500,61200,0.656,0
Rasmussen College-Kansas,KS,0,2,3,14,753,0,0.4206,22183,0,,0.073,0.378519755,11626,0.410083581,0,5,9469,692,0.6383,0.8431,201.9722572,19461,27500,,15400,39500,,0.293847383,0.351363237,0.9036171,18895,0.327324066,0,1085,6272,8119,866,7248,1737,20900,34300,0.491,19
Columbia Institute,MD,0,1,3,-2,196,0,0.028,15236,0.7423,,0.076,0.679245283,4411,,0,5,,,0.8112,0.0408,48.38367315,4662,,,,,,0.695652174,0.75,0.0997305,10179,0.247222222,0.7176,,,37,334,,,,,,93
School of Missionary Aviation Technology,MI,1,1,2,-2,55,0,0,16396,0.9,,0.104,,,,0,5,,,0.2182,0.3455,,,,,,,,,,0,13462,,1,,,,,,,,,,9
Ace Cosmetology and Barber Training Center,CT,1,1,3,-2,123,0,0.7528,23194,0.8571,,0.666,,6700,,0,5,,,0.187,0.1626,98.59392855,9500,,,,,,,,0,17274,,0.4167,,,,,,,,,,20
California Miramar University,CA,1,3,3,29,97,205,0.0147,14881,0,,0.152,,9204,,0,5,,,0.1149,0.1379,,,,,,,,,,#DIV/0!,11072,0.5,0.6,,,,,,,,,,5
Rocky Vista University,CO,1,4,3,25,,960,,0,0,,0.025,,,,,,,,NULL,NULL,,,,,,,,,,#DIV/0!,0,,0,,,,,,,,,,0
The College of Health Care Professions-Dallas,TX,0,1,3,-2,74,0,0,30676,0.5886,,0.161,0.686868687,7485,0.399239544,5,10,5954,104,0.3649,0.3649,94.48411848,9104,25000,,15200,34600,,0.324120603,0.342431762,0.8282828,27822,0.222222222,0.8085,67,348,246,51,276,21,17000,28200,0.434,3
The College of Health Care Professions-Fort Worth,TX,0,1,3,10,818,0,0,28904,0.6705,,0.107,0.62962963,9450,0.362606232,0,10,5651,639,0.6149,0.5061,98.59392855,9500,25400,,14100,34700,,0.288115942,0.321898228,0.8835979,23995,0.199267782,0.851,255,1328,1169,154,1208,115,21400,30500,0.428,143
Shear Finesse Beauty Academy,FL,1,1,3,-2,35,0,0,14805,1,,0.222,,9500,,0,5,,,0.6857,0.6,,,,,,,,,,0,11516,,0.7692,,,,,,,,,,3
Miami Media School,FL,1,1,3,-2,180,0,0,21755,0.6857,,0.129,0.6,9500,,0,5,11850,23,0.8333,0.8444,98.59392855,9500,,,,,,,0.279069767,0.9266667,16883,0.306451613,0.8052,,,139,11,132,18,,,,19
Academy of Salon Professionals,MO,1,1,3,-2,83,0,0,14050,0.4286,,0.268,,7917,,0,5,,,0.5783,0.6145,82.16506656,7917,,,,,,,,0,9817,,0.5714,,,,,,,,,,16
CyberTex Institute of Technology,TX,1,1,3,-2,675,0,0,35530,0.875,,0.214,0.793333333,7049,,0,5,6876,34,0.8296,0.8519,76.14564777,7337,,,,,,0.196078431,0.265306122,0.72,30393,0.135458167,0.8378,,,108,42,,,,,,117
New England Tractor Trailer Training School of CT-Bridgeport,CT,0,1,3,-2,894,0,0.1524,18901,0.7612,,0.184,0.766493056,6333,0.410348977,0,10,3022,170,0.8031,0.849,65.72582627,6333,33700,,17000,51000,,0.355357899,0.375793483,0.984375,15312,0.278385198,0,235,1130,1134,18,1073,79,24500,42300,0.591,656
Gemini School of Visual Arts & Communication,TX,1,3,3,30,19,0,0,0,0,,0,,,,5,15,,,0.4737,0.6842,,,,,,,,,,#DIV/0!,0,,0,,,,,,,,,,0
Designer Barber & Stylist School,AR,1,1,3,-2,96,0,0,23718,0.5333,,0.2,,12500,,0,5,,,0.8125,0.6771,167.3398425,16124,,,,,,,,0,18899,,0.75,,,,,,,,,,9
Paul Mitchell the School-Woodbridge,VA,0,1,3,-2,210,0,0.3481,18516,0.7895,,0.072,0.753333333,9500,0.456521739,0,10,5600,73,0.4714,0.5571,124.3528897,11982,21700,,11100,33200,,0.379166667,0.395061728,0.9433333,13798,0.175257732,0.9231,49,198,283,17,224,76,12000,17800,0.328,23
College of the Muscogee Nation,OK,1,2,1,33,299,0,0.122,23204,0.2182,,,,,,,,,,0.4141,0,,,,,,,,,,#DIV/0!,14559,0.472972973,0.549,,,,,,,,,,27
The Salon Professional Academy-Huntsville,AL,1,1,3,-2,77,0,0,21674,0.6923,,0.204,0.627906977,9833,,0,5,,,0.5065,0.4675,102.0499052,9833,,,,,,0.379310345,,0,18082,,0.7692,,,,,,,,,,17
Midwives College of Utah,UT,1,2,2,26,327,8,0,26040,0,,0.104,0.222222222,7500,,0,5,,,0.4917,0.5083,,15250,,,,,,,,0.8111111,22209,0.274509804,0.6667,,,73,17,70,20,,,,5
Aspen Beauty Academy of Laurel,MD,1,1,3,-2,91,0,0.2727,13637,0.4091,,0.318,0.545454545,9500,,0,5,,,0.5326,0.6087,142.6290905,13743,,,,,,0.354166667,0.404255319,0.75,9857,,0.8,,,33,11,,,,,,11
M T Training Center,TX,1,1,3,-2,303,0,0,17749,0.8981,,0.409,0.79245283,6754,,0,5,,,0.5182,0.4785,70.09509405,6754,,,,,,,,0,12649,,0.8269,,,,,,,,,,79
Berks Career & Technology Center,PA,1,1,1,-2,51,0,0.1739,13655,0.9474,,0.157,0.620689655,5500,,0,5,,,0.3333,0.3529,,,,,,,,,,0.6551724,6894,,0.8485,,,19,10,,,,,,5
Future Generations University,WV,1,4,2,32,,40,,0,0,,,,,,,,,,NULL,NULL,,,,,,,,,,#DIV/0!,0,,0,,,,,,,,,,0
Carthage R9 School District-Carthage Technical Center,MO,1,1,1,-2,43,0,0,20895,1,,0.125,,14995,,0,5,,,0.907,0.9535,,,,,,,,,,0,15677,,0,,,,,,,,,,10
Grace Mission University,CA,1,3,2,24,120,130,0.5476,17944,0,,,,,,,,,,0.4457,0,,,,,,,,,,0,15036,,0.5,,,,,,,,,,1
Verve College,IL,1,1,3,-2,354,0,0,0,0,,0.033,0.388059701,9500,,0,5,,,0.5904,0.7203,120.3883759,11600,,,,,,0.330357143,0.459016393,0.8880597,0,0.270967742,0,,,119,15,121,13,,,,0
Sotheby's Institute of Art-NY,NY,1,4,3,30,,331,,0,0,,0.025,,,,,,,,NULL,NULL,,,,,,,,,,#DIV/0!,0,,0,,,,,,,,,,0
Top Nails & Hair Beauty School,UT,1,1,3,-2,128,0,0.6,9337,0.9245,,,,,,,,,,0.1484,0,,,,,,,,,,0,4837,,0.9,,,,,,,,,,1
Santa Ana Beauty College,CA,1,1,3,-2,276,0,0.2545,13809,0.8571,,,,,,,,,,0.8333,0,,,,,,,,,,0,7928,,0.8636,,,,,,,,,,28
Shepherds College,WI,1,1,2,-2,65,0,0,44246,0.7778,,0,,19500,,5,15,,,0.4923,0.2923,,,,,,,,,,#DIV/0!,19839,,0.8621,,,,,,,,,,9
Woodruff Medical Training and Testing,GA,1,1,3,-2,106,0,0,20651,0.6782,,0.194,0.729166667,7917,,0,5,3777,26,0.4228,0.4086,82.16506656,7917,,,,,,,,0.8611111,18684,0.339285714,0.6486,,,124,20,,,,,,71
Helms College,GA,1,1,2,12,439,0,0,21653,0.5179,,0.271,0.617391304,9405,,0,10,8978,33,0.6094,0.7554,125.6190433,12104,,,,,,0.179775281,0.188888889,0,17502,,0.6727,,,,,103,12,,,,52
Ukiah Adult School,CA,1,1,1,-2,40,0,0,18185,0.8485,,,,,,,,,,0.4595,0,,,,,,,,,,0,12771,,1,,,,,,,,,,17
Riverside County Office of Education-School of Career Education,CA,1,1,1,-2,338,0,0,8814,0.7952,,,,,,,,,,0.2781,0,,,,,,,,,,0,5704,,0.9667,,,,,,,,,,48
Institute of Health Sciences,MD,1,1,3,-2,103,0,0,27383,1,,0.057,0.703125,10400,,0,5,,,0.5432,0.7901,120.3883759,11600,,,,,,,,0,23612,,1,,,,,40,24,,,,20
Mid-South Christian College,TN,1,3,2,24,22,0,0.0714,0,0.75,,,,,,,,,,0.3684,0,,,,,,,,,,#DIV/0!,0,,1,,,,,,,,,,0
New York Institute of Beauty,NY,1,1,3,-2,274,0,0.7362,37383,0.9333,,0.011,0.875,4623,,0,5,,,0.3869,0.4015,54.4757401,5249,,,,,,,,0.8125,34433,,1,,,65,15,50,30,,,,13
Ultrasound Medical Institute,FL,1,2,3,10,122,0,0,23570,0.8125,,0.208,,10500,,0,5,,,0.4262,0.3115,,,,,,,,,,#DIV/0!,14466,,0.907,,,,,,,,,,56
Xavier College School of Nursing,CA,1,1,3,-2,156,0,0,21000,0.86,,0.033,,16663,,0,10,,15,0.7244,0.9423,,,,,,,,,,0,17972,,0,,,,,,,,,,30
Lawrence & Company College of Cosmetology,CA,1,1,3,-2,86,0,0,15371,0.7209,,0.166,0.666666667,7115,,0,5,,,0.602,0.5,85.49650352,8238,,,,,,,,0.7619048,10910,,0.8182,,,48,15,,,,,,18
Kaizen Beauty Academy,FL,1,1,3,-2,175,0,0.3056,21325,0.9375,,0.176,,5500,,0,5,,,0.0857,0.0914,,8209,,,,,,,,0,17010,,0.7143,,,,,,,,,,16
Sharp Edgez Barber Institute,NY,1,1,3,-2,161,0,0.2571,14734,0.8462,,0.388,0.80952381,6008,,0,10,,11,0.8634,0.9689,65.72582627,6333,,,,,,,,0.8690476,10856,,0,,,73,11,,,,,,57
The Salon Professional Academy-Nashville,TN,1,1,3,-2,85,0,0,0,0.8421,,0.09,,9833,,5,10,,10,0.2353,0.2941,102.0499052,9833,,,,,,0.690476191,0.666666667,0,0,,0.9333,,,,,26,13,,,,0
Prestige Health & Beauty Sciences Academy,FL,1,1,3,-2,83,0,0,10416,0.95,,0.142,,6333,,0,5,,,0.2651,0.1325,,,,,,,,,,0,6469,,1,,,,,,,,,,2
California Career Institute,CA,1,1,3,-2,305,0,0.8827,36609,0.7717,,0.095,0.87804878,17363,,0,5,,16,0.5508,0.5246,180.1985665,17363,,,,,,0.551020408,0.75,0,31789,0.177570093,0,,,,,,,,,,21
Cosmo Factory Cosmetology Academy,CA,1,1,3,-2,49,0,0.6857,20620,0.9375,,0.325,,6333,,0,5,,,0.5714,0.7755,,,,,,,,,,0,16054,,0.625,,,,,,,,,,11
Grace School of Theology,TX,1,3,2,24,228,347,0.9409,0,0,,0.058,,,,0,5,,,0.1457,0.0728,,,,,,,,,,#DIV/0!,0,0.6,0,,,,,,,,,,0
Yeshiva Gedolah Kesser Torah,NY,1,3,2,24,84,0,0,19300,0.375,,,,,,,,,,0.4521,0,,,,,,,,,,0,11804,,0.9,,,,,,,,,,6
Universal Training Institute,NJ,1,1,3,-2,267,0,0,34415,0.4868,,0.144,0.551020408,9500,,0,5,,17,0.6554,0.7416,115.1888435,11099,,,,,,0.482758621,,0.8877551,31278,0.257575758,0.825,,,87,11,83,15,,,,115
Yeshiva Yesodei Hatorah,NJ,1,3,2,24,82,0,0,18057,0.7857,,,,,,,,,,0.3333,0,,,,,,,,,,0,11533,,0.2593,,,,,,,,,,7
Rizzieri Institute,NJ,1,1,3,-2,77,0,0.814,15688,0.8136,,0.119,,4871,,0,5,,,0.3377,0.4545,,,,,,,,,,0,13579,,0,,,,,25,14,,,,40
Bonnie Joseph Academy of Cosmetology & Barbering,UT,1,1,3,-2,15,0,0.3571,18114,0,,0.156,,,,0,5,,,0.2667,0.2667,,,,,,,,,,0,14969,,1,,,,,,,,,,2
Healthcare Training Institute,LA,1,1,3,-2,109,0,0.1364,20348,0,,0.134,0.694444444,8919,,0,5,,,0.5963,0.5963,,9500,,,,,,0.458333333,,0,14437,,1,,,,,,,,,,5
J D Academy of Salon and Spa,CA,1,1,3,-2,171,0,0.8298,24789,1,,0.122,,6211,,10,15,6600,27,0.4035,0.5497,64.45967266,6211,,,,,,,,0,20489,,1,,,,,,,,,,2
Boca Beauty Academy,FL,1,1,3,-2,330,0,0.2551,15907,0.8744,,0.165,0.679245283,6333,,0,10,4212,47,0.6242,0.597,65.72582627,6333,,,,,,0.415730337,0.477777778,0,13517,0.168776371,0.7097,,,,,76,30,,,,96
Paul Mitchell the School-Jersey Shore,NJ,1,1,3,-2,166,0,0,24217,0.7755,,0.18,0.772357724,7667,,5,15,9624,30,0.4578,0.6145,98.59392855,9500,,,,,,0.516129032,0.483870968,0,20940,,0.8125,,,,,91,32,,,,57
City Pointe Beauty Academy,MO,1,1,3,-2,137,0,0.2826,15051,0.5075,,0.155,,6333,,0,5,,,0.6058,0.6715,65.72582627,6333,,,,,,,,0,11108,,0.8462,,,,,29,11,,,,22
The Chrysm Insitute of Esthetics,VA,1,1,3,-2,192,0,0.1154,19972,0.9167,,0.058,0.803921569,6333,,0,10,,14,0.5052,0.4792,65.72582627,6333,,,,,,,,0.7647059,17625,,0,,,39,12,,,,,,20
Sanford Burnham Prebys Medical Discovery Institute,CA,1,4,2,26,,32,,0,0,,,,,,,,,,NULL,NULL,,,,,,,,,,#DIV/0!,0,,0,,,,,,,,,,0
National Personal Training Institute of Columbus,OH,1,1,3,-2,60,0,1,0,0,,0.195,0.848484848,6333,,0,5,,,0.5667,0.75,,,,,,,,,,0,0,,0,,,,,45,21,,,,0
Belle Academy of Cosmetology LLC,CT,1,1,3,-2,5,0,0,22464,0.9,,0.21,,,,15,25,,,1,1,,,,,,,,,,0,15644,,1,,,,,,,,,,5
Empire Beauty School-Augusta,GA,0,1,3,-2,135,0,0.3086,19800,0.4643,,0.133,0.549167927,8028,0.359126984,10,15,5856,411,0.6444,0.637,121.9036089,11746,16300,,7700,26100,,0.264110756,0.29787234,0.9107413,15079,0.301886792,0.5625,115,345,1204,118,1146,176,17600,22000,0.209,27
